id,gender,seniorCitizen,partner,dependents,tenure,phoneService,multipleLines,internetService,onlineSecurity,onlineBackup,deviceProtection,techSupport,streamingTV,streamingMovies,contract,paperlessBilling,paymentMethod,monthlyCharges,totalCharges,churn,date
4875,Female,False,False,False,38,True,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,True,Credit card (automatic),83.9,3233.6,True,2025-02-10
4876,Female,True,True,False,48,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,False,Electronic check,117.45,5438.9,True,2024-12-16
4877,Male,False,False,False,10,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,104.4,1081.45,True,2024-09-14
4878,Female,False,False,False,30,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,False,Credit card (automatic),74.65,2308.6,False,2024-06-30
4879,Male,False,True,False,31,True,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,True,Credit card (automatic),59.05,1882.8,False,2024-07-02
4880,Female,True,False,False,46,True,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,True,Credit card (automatic),69.1,3255.35,False,2025-04-20
4881,Male,False,True,False,50,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.55,1067.65,False,2025-04-15
4882,Male,False,True,False,28,True,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,False,Bank transfer (automatic),76.55,2065.4,False,2024-12-03
4883,Female,False,False,False,66,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),62.5,4136.4,False,2025-03-16
4884,Male,True,False,False,8,False,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,29.4,221.9,True,2024-06-08
4885,Female,False,True,True,41,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),94.9,3848.0,False,2024-06-09
4886,Male,True,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),111.65,8022.85,False,2024-10-30
4887,Female,False,False,False,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.9,173.15,False,2024-08-27
4888,Female,False,True,True,38,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.45,781.25,False,2024-08-26
4889,Male,False,False,False,44,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,106.05,4510.8,False,2024-12-17
4890,Male,False,True,True,47,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),113.45,5317.8,False,2024-07-14
4891,Male,False,True,True,53,True,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,True,Electronic check,92.55,4779.45,False,2025-01-28
4892,Male,False,True,False,4,True,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,False,Electronic check,65.6,250.1,False,2024-05-28
4893,Male,True,False,False,20,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,84.35,1745.2,False,2024-07-31
4894,Male,False,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,44.65,74.9,True,2024-06-12
4895,Male,True,True,False,57,True,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,True,Credit card (automatic),71.1,4140.1,False,2024-08-15
4896,Female,True,True,False,44,True,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,True,Electronic check,85.15,3670.5,False,2024-10-19
4897,Male,False,False,False,24,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,True,Mailed check,49.7,1167.8,False,2024-12-27
4898,Male,False,True,True,15,False,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),30.2,469.65,False,2025-04-16
4899,Female,False,False,False,3,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,25.25,58.9,True,2025-03-07
4900,Female,False,False,True,4,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,False,Bank transfer (automatic),84.05,333.55,True,2024-05-20
4901,Male,True,True,False,37,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,85.7,3171.15,True,2024-06-18
4902,Female,False,False,False,1,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,74.7,74.7,True,2024-07-25
4903,Female,False,False,False,24,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Credit card (automatic),56.35,1381.2,False,2024-06-04
4904,Female,False,False,False,5,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,90.8,455.5,True,2024-11-28
4905,Female,False,False,False,33,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,107.55,3645.5,False,2024-09-24
4906,Female,False,True,True,58,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.85,1158.85,False,2025-03-25
4907,Female,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,True,Bank transfer (automatic),95.9,6954.15,False,2025-01-21
4908,Female,False,True,False,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,23.85,1672.1,False,2024-12-28
4909,Female,True,False,False,28,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,106.15,3152.5,True,2024-07-05
4910,Male,False,True,False,51,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),83.85,4307.1,False,2024-10-29
4911,Female,False,False,False,30,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,False,Bank transfer (automatic),85.35,2530.4,True,2025-04-20
4912,Male,True,True,False,72,True,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,True,Credit card (automatic),84.8,6141.65,False,2024-10-22
4913,Male,True,False,False,36,True,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,True,Electronic check,90.85,3186.7,True,2024-07-15
4914,Male,False,False,True,14,True,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,False,Bank transfer (automatic),76.1,1054.8,False,2025-02-14
4915,Female,False,True,True,72,True,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,False,Mailed check,74.55,5430.65,False,2024-10-27
4916,Female,False,True,True,22,False,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,False,Electronic check,39.2,849.9,False,2024-08-02
4917,Female,False,False,False,2,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,79.55,151.75,False,2025-02-19
4918,Female,False,False,False,15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.6,299.4,False,2024-05-24
4919,Male,False,True,True,51,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.55,1086.75,False,2024-05-03
4920,Male,False,True,False,70,False,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,True,Credit card (automatic),39.15,2692.75,False,2025-02-06
4921,Female,False,True,True,71,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.1,1389.6,False,2025-01-29
4922,Female,False,True,True,39,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),99.95,3767.4,False,2024-10-14
4923,Female,False,True,True,61,True,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Electronic check,59.8,3641.5,False,2024-12-13
4924,Female,False,False,False,52,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),49.75,2535.55,False,2025-03-16
4925,Female,False,False,False,1,False,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,35.75,35.75,True,2024-06-18
4926,Male,False,True,False,64,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Mailed check,108.5,6880.85,False,2024-11-21
4927,Male,False,True,False,62,True,No,DSL,No,Yes,Yes,Yes,No,No,Two year,True,Credit card (automatic),60.15,3753.2,False,2024-12-17
4928,Male,False,True,False,30,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.05,637.55,False,2024-07-01
4929,Female,True,True,True,4,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,46.0,181.6,True,2025-04-29
4930,Male,True,True,False,63,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),84.0,5329.55,False,2025-03-19
4931,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),44.55,44.55,False,2024-08-11
4932,Male,False,True,False,15,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,103.45,1539.8,False,2025-03-14
4933,Male,False,True,True,27,True,No,Fiber optic,Yes,Yes,No,No,No,No,One year,True,Credit card (automatic),80.65,2209.75,False,2025-04-04
4934,Female,False,False,True,4,False,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,True,Mailed check,57.2,223.75,False,2024-12-03
4935,Female,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Electronic check,110.75,7751.7,False,2024-05-20
4936,Male,True,True,False,45,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),24.7,1174.35,False,2024-11-06
4937,Female,True,False,False,45,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,True,Electronic check,97.05,4385.05,False,2024-11-04
4938,Female,False,False,False,36,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,True,Mailed check,76.35,2606.35,False,2024-07-10
4939,Male,False,True,True,17,True,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,89.4,1539.45,True,2024-12-31
4940,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,18.9,18.9,False,2025-02-03
4941,Male,True,False,False,16,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),74.45,1261.35,False,2024-11-26
4942,Male,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.8,58.15,True,2024-08-14
4943,Male,False,True,True,4,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,50.9,225.6,True,2025-04-11
4944,Female,False,True,False,71,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),84.4,5969.3,False,2025-03-26
4945,Male,False,True,True,10,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,24.4,253.9,False,2024-06-21
4946,Male,False,True,True,20,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.05,400.0,False,2024-06-23
4947,Male,False,False,False,4,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,81.0,340.85,True,2024-12-26
4948,Male,False,False,False,26,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,98.35,2515.3,True,2024-07-02
4949,Female,False,False,False,4,True,No,DSL,No,No,No,No,Yes,No,Month-to-month,False,Credit card (automatic),55.5,227.35,False,2024-10-08
4950,Male,False,False,False,5,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,True,Mailed check,51.0,305.95,True,2024-10-17
4951,Female,False,True,False,4,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,91.65,365.4,True,2024-12-03
4952,Male,True,True,False,29,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,84.3,2357.75,False,2025-03-10
4953,Male,False,False,False,2,True,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,False,Electronic check,100.2,198.5,False,2025-03-21
4954,Female,False,False,False,29,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.4,554.25,False,2025-03-25
4955,Male,False,False,True,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,90.85,90.85,True,2024-11-20
4956,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Mailed check,69.4,69.4,True,2024-06-29
4957,Female,True,False,False,8,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),94.45,742.95,True,2024-09-05
4958,Male,False,False,False,13,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,20.4,251.65,False,2024-05-05
4959,Female,False,True,False,59,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,94.75,5597.65,False,2024-09-07
4960,Female,False,True,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),20.15,20.15,True,2024-10-07
4961,Male,True,False,False,50,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.7,4816.7,True,2024-12-16
4962,Male,False,True,False,18,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),44.35,768.05,False,2024-05-26
4963,Female,False,True,True,17,True,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,False,Mailed check,74.55,1215.8,False,2024-11-25
4964,Male,False,True,False,47,True,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,False,Electronic check,73.6,3522.65,False,2025-04-23
4965,Female,False,False,False,26,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),74.95,1834.95,True,2025-02-01
4966,Female,False,False,False,6,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,47.95,305.1,True,2024-07-24
4967,Male,False,True,True,19,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),50.1,910.45,False,2024-05-27
4968,Female,False,False,False,3,True,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,True,Electronic check,63.6,155.65,True,2025-02-07
4969,Female,True,True,True,68,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,True,Electronic check,53.0,3656.25,False,2025-02-04
4970,Female,False,True,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.85,52.0,False,2025-04-23
4971,Male,False,False,False,7,False,No phone service,DSL,No,No,No,No,No,No,One year,True,Credit card (automatic),24.35,150.85,False,2024-08-25
4972,Female,False,False,False,18,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.55,389.25,False,2024-06-21
4973,Female,False,True,False,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.05,1873.7,False,2025-03-07
4974,Male,True,True,False,13,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,False,Credit card (automatic),93.8,1261.0,False,2024-06-07
4975,Male,False,False,False,3,False,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,True,Mailed check,36.85,108.7,True,2024-09-11
4976,Male,False,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),103.75,7346.2,False,2024-12-12
4977,Male,False,True,True,66,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),56.75,3708.4,False,2024-07-21
4978,Male,False,True,True,24,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),20.8,469.65,False,2025-03-04
4979,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.1,44.1,True,2025-04-11
4980,Female,False,True,True,56,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.45,1385.85,False,2025-04-16
4981,Female,True,True,False,22,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),25.6,548.8,False,2024-05-23
4982,Male,False,False,False,14,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,50.75,712.75,True,2025-03-10
4983,Female,True,True,False,61,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Credit card (automatic),104.4,6405.0,True,2025-04-06
4984,Female,True,True,False,40,False,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,39.3,1637.4,True,2024-07-18
4985,Female,False,False,False,42,True,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,False,Bank transfer (automatic),59.65,2536.55,False,2024-06-27
4986,Female,False,True,True,72,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),83.3,6042.7,False,2025-03-07
4987,Female,False,False,False,12,True,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Credit card (automatic),79.55,958.25,False,2024-11-09
4988,Male,False,True,False,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),24.45,1730.65,False,2025-04-27
4989,Female,False,True,False,26,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.2,459.6,False,2024-09-15
4990,Female,False,False,True,7,False,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,29.8,201.95,False,2024-12-12
4991,Female,False,True,True,6,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,45.5,285.2,False,2024-07-18
4992,Female,False,False,False,58,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,106.45,6145.85,True,2025-04-02
4993,Male,False,True,False,51,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),30.05,1529.45,False,2025-03-02
4994,Male,False,True,True,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),65.65,4664.5,False,2025-02-10
4995,Female,False,False,False,18,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,96.05,1740.7,True,2024-06-07
4996,Female,False,False,False,7,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),75.1,552.95,True,2025-01-10
4997,Female,False,False,False,47,True,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,False,Mailed check,74.05,3496.3,False,2024-11-12
4998,Male,True,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,44.7,93.7,True,2024-09-28
4999,Male,True,False,False,62,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),110.75,7053.35,False,2024-11-17
5000,Female,False,True,True,16,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.7,301.55,False,2024-12-29
5001,Male,False,False,False,6,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Credit card (automatic),49.5,312.7,False,2025-01-25
5002,Male,False,False,False,19,True,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,True,Credit card (automatic),55.0,1046.5,True,2024-05-11
5003,Female,False,True,True,69,False,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,True,Credit card (automatic),43.95,2960.1,False,2024-06-21
5004,Male,False,True,True,11,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.35,834.2,True,2025-02-25
5005,Female,False,True,False,64,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,111.15,6953.4,False,2024-12-07
5006,Female,False,True,False,39,True,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),104.7,4134.85,True,2025-01-27
5007,Female,False,False,False,15,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,True,Mailed check,55.7,899.8,True,2024-12-10
5008,Male,False,False,False,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.6,541.5,False,2024-10-09
5009,Female,False,False,False,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.65,116.85,False,2025-05-02
5010,Male,False,True,False,66,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,False,Bank transfer (automatic),115.8,7942.15,False,2025-04-27
5011,Female,False,False,False,61,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),88.65,5321.25,False,2025-03-20
5012,Female,True,True,False,43,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,94.5,4156.8,False,2024-11-08
5013,Female,False,False,False,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.1,223.6,False,2024-08-15
5014,Male,True,False,False,23,False,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),34.65,768.45,False,2025-04-30
5015,Male,True,True,False,71,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),52.3,3765.05,False,2024-06-19
5016,Female,False,False,False,34,True,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,False,Mailed check,65.0,2157.5,False,2024-11-19
5017,Female,False,False,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.85,108.05,True,2024-10-30
5018,Female,False,True,False,41,False,No phone service,DSL,No,Yes,No,Yes,No,No,One year,False,Mailed check,35.45,1391.65,False,2024-12-19
5019,Female,False,True,True,72,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.7,1379.8,False,2024-08-07
5020,Male,True,False,False,14,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.6,1273.3,False,2025-01-16
5021,Female,False,False,False,41,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.85,810.45,False,2024-10-19
5022,Female,False,True,True,23,True,Yes,Fiber optic,Yes,No,No,No,No,No,One year,False,Credit card (automatic),81.85,1810.85,False,2025-02-06
5023,Male,False,True,True,71,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),109.3,7782.85,False,2024-09-23
5024,Female,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.3,70.3,True,2024-09-15
5025,Male,False,True,False,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.4,1797.1,False,2024-12-23
5026,Male,False,True,True,6,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.8,377.85,False,2024-06-01
5027,Male,False,True,True,23,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),20.0,445.3,False,2024-08-16
5028,Male,True,True,False,10,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,85.55,851.75,True,2025-01-21
5029,Female,False,False,False,72,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,109.9,7624.2,False,2024-12-13
5030,Female,False,True,False,7,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),50.3,355.1,False,2025-01-27
5031,Male,False,False,True,6,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,False,Mailed check,94.5,575.45,True,2024-05-14
5032,Male,False,True,True,9,True,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,101.5,906.85,False,2024-12-01
5033,Female,False,False,False,12,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,89.15,1057.55,False,2025-04-16
5034,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.4,19.4,False,2024-12-26
5035,Female,True,True,True,48,False,No phone service,DSL,No,Yes,No,No,No,No,One year,False,Bank transfer (automatic),29.9,1388.75,False,2024-05-13
5036,Male,False,False,False,20,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,78.8,1641.3,False,2024-08-22
5037,Female,True,True,False,16,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Credit card (automatic),85.35,1375.15,True,2024-12-14
5038,Female,False,False,False,2,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Mailed check,79.65,152.7,True,2025-02-16
5039,Female,False,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,19.3,185.2,False,2024-12-15
5040,Female,True,False,False,2,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,79.6,195.05,True,2024-12-18
5041,Male,False,True,True,20,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,False,Mailed check,96.8,1826.7,False,2024-06-12
5042,Male,False,True,False,20,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.65,417.5,False,2024-06-11
5043,Male,False,True,True,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.8,344.5,False,2024-05-30
5044,Male,True,False,False,19,True,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,True,Electronic check,90.6,1660.0,True,2025-03-30
5045,Male,False,True,False,22,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,104.6,2180.55,False,2024-11-12
5046,Female,False,False,False,35,True,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,False,Credit card (automatic),80.05,2835.9,False,2025-03-15
5047,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,45.15,45.15,False,2024-09-12
5048,Male,False,False,False,39,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),73.15,2730.85,False,2024-09-25
5049,Female,True,True,False,54,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Electronic check,99.1,5437.1,False,2025-02-27
5050,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),20.2,20.2,True,2024-07-04
5051,Male,False,True,False,66,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),106.05,6981.35,True,2025-04-17
5052,Male,False,False,False,56,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,True,Mailed check,105.35,5794.45,False,2024-09-01
5053,Male,False,False,True,18,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),45.65,747.2,False,2024-07-19
5054,Female,False,True,True,16,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),79.95,1267.95,False,2024-06-14
